Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B5600,2022,Lorient Agglomération,,Appartement,,,Appart 1P,101,115,130,154,180,130,300,313,340,378,400,347,27,276,1374,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,,Appart 2P,83,92,103,115,129,102,366,400,440,480,530,444,43,1035,5033,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,,Appart 3P,71,77,87,96,103,87,450,500,550,597,670,558,64,857,4948,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,,Appart 4P+,61,68,76,85,98,77,500,559,640,710,860,664,87,361,2029,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,1. Moins de 1 an,,74,86,98,119,143,96,350,420,500,590,690,521,54,610,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,1. Moins de 1 an,Appart 1P,107,121,133,176,184,137,300,320,350,390,430,355,26,101,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,1. Moins de 1 an,Appart 2P,89,98,109,121,144,110,380,417,450,494,545,458,42,246,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,1. Moins de 1 an,Appart 3P,74,83,92,98,103,89,450,520,555,620,690,576,64,192,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,1. Moins de 1 an,Appart 4P+,63,66,77,88,106,80,500,575,690,755,1000,720,90,71,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,2. 1 an et plus,,71,79,91,107,120,89,364,418,498,570,654,504,57,1919,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,2. 1 an et plus,Appart 1P,97,109,126,142,160,124,300,310,333,367,400,340,27,175,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,2. 1 an et plus,Appart 2P,81,90,100,113,123,100,363,400,437,473,520,439,44,789,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,2. 1 an et plus,Appart 3P,70,76,86,95,104,86,446,500,548,592,650,550,64,665,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,,2. 1 an et plus,Appart 4P+,59,68,76,85,98,75,500,555,615,703,800,644,85,290,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,,,67,76,93,118,145,89,328,380,465,561,650,481,54,253,854,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,,Appart 1P,,,,,,,,,,,,,,46,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,,Appart 2P,76,88,104,119,138,103,350,380,420,477,580,435,42,123,338,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,,Appart 3P,69,75,83,93,110,83,497,510,555,590,639,554,67,64,283,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,,Appart 4P+,,,,,,,,,,,,,,20,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,1. Moins de 1 an,,63,79,98,136,176,92,300,350,425,563,690,462,50,79,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,1. Avant 1946,2. 1 an et plus,,68,75,93,111,133,87,336,397,472,557,650,490,56,174,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,,,71,79,92,105,121,89,379,420,500,570,680,510,57,851,4651,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,,Appart 1P,105,114,122,140,160,123,319,335,372,400,430,369,30,82,490,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,,Appart 2P,82,92,100,113,122,101,370,400,438,470,500,438,43,279,1447,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,,Appart 3P,71,77,86,97,102,86,430,490,530,580,680,548,64,313,1834,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,,Appart 4P+,64,69,76,85,91,76,500,550,615,700,800,641,84,177,880,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,71,83,96,110,128,93,373,435,520,625,755,543,59,218,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,71,78,88,104,118,87,380,408,485,554,639,495,57,633,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,,,67,76,89,107,130,89,360,430,500,561,646,513,58,419,3339,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,,Appart 1P,102,116,140,184,184,138,300,318,347,350,390,341,25,65,353,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,,Appart 2P,78,90,99,116,130,100,390,414,440,490,530,454,45,148,1131,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,,Appart 3P,66,75,83,95,98,83,443,500,547,590,620,538,65,113,1185,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,,Appart 4P+,58,65,74,82,130,78,500,554,592,687,1281,673,86,93,670,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,76,87,98,130,184,101,350,430,500,600,680,546,54,106,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,3. Entre 1971-1990,2. 1 an et plus,,65,74,88,101,126,84,380,431,500,560,612,500,59,313,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,,,78,87,100,116,141,98,320,403,500,610,700,511,52,274,1944,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,,Appart 1P,,,,,,,,,,,,,,38,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,,Appart 2P,85,94,105,117,128,105,367,400,430,483,545,447,43,117,809,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,,Appart 3P,78,83,92,99,109,92,490,520,570,650,666,586,64,99,690,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,,Appart 4P+,,,,,,,,,,,,,,20,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,88,95,114,122,152,106,335,410,470,545,650,487,46,53,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,4. Entre 1991-2005,2. 1 an et plus,,78,83,99,114,141,96,310,400,501,641,700,521,54,221,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,,,79,88,97,107,120,96,396,441,515,593,674,524,55,732,2595,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,,Appart 1P,,,,,,,,,,,,,,45,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,,Appart 2P,89,96,104,114,124,105,390,420,450,484,526,454,43,368,1308,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,,Appart 3P,75,85,91,99,105,91,450,523,574,615,683,580,64,268,955,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,,Appart 4P+,71,76,86,101,103,86,577,615,684,763,832,713,83,51,161,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,1. Moins de 1 an,,81,90,101,112,139,100,377,440,460,588,650,510,51,154,,Estimation directe
B5600,2022,Lorient Agglomération,,Appartement,5. Après 2005,2. 1 an et plus,,79,88,96,106,117,94,399,441,520,595,678,529,56,578,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,,63,74,87,102,122,82,400,462,570,737,875,611,74,1382,7891,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Maison 1-3P,61,74,83,88,102,81,484,511,565,620,650,564,69,111,1110,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Ensemble 4P+,56,66,77,87,95,74,605,683,780,875,950,783,106,413,3155,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Maison 4P+,56,66,77,87,95,74,624,701,791,875,950,797,107,348,2701,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Appart 1P,104,119,124,158,180,135,291,310,344,360,423,350,26,98,358,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Appart 2P,82,94,111,124,145,109,362,400,450,480,540,447,41,443,1787,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Appart 3P,67,80,89,96,110,87,430,493,540,576,633,540,62,317,1481,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Appart 4P+,45,71,77,82,100,72,525,587,690,813,970,703,97,65,454,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Ensemble 1P,104,119,125,159,184,135,291,311,344,360,440,352,26,101,375,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Ensemble 2P,81,94,110,123,145,108,367,400,450,484,550,450,42,459,2001,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,,Ensemble 3P,65,76,86,95,102,84,450,512,550,609,650,553,66,409,2360,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,1. Moins de 1 an,,62,78,94,119,145,86,420,470,570,800,920,639,74,318,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,1. Moins de 1 an,Ensemble 4P+,56,64,78,93,102,74,670,745,880,930,1100,863,116,102,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,1. Moins de 1 an,Ensemble 1P,,,,,,,,,,,,,,26,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,1. Moins de 1 an,Ensemble 2P,99,109,121,145,164,125,400,430,460,500,555,468,37,112,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,1. Moins de 1 an,Ensemble 3P,65,76,84,95,113,84,480,520,565,610,650,577,69,78,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,2. 1 an et plus,,63,74,85,98,117,81,395,460,572,730,856,602,74,1064,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,2. 1 an et plus,Ensemble 4P+,54,68,76,86,94,74,602,680,754,852,944,762,103,311,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,2. 1 an et plus,Ensemble 1P,101,118,121,145,165,126,289,302,340,350,411,338,27,75,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,2. 1 an et plus,Ensemble 2P,79,89,104,117,129,102,356,398,450,480,531,442,43,347,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,,2. 1 an et plus,Ensemble 3P,65,75,86,94,102,84,450,507,550,608,650,547,65,331,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,,,56,66,83,110,153,81,350,480,550,650,768,580,72,186,910,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,,Ensemble 4P+,,,,,,,,,,,,,,44,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,,Ensemble 1P,,,,,,,,,,,,,,29,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,,Ensemble 2P,90,95,119,160,180,123,330,367,460,490,570,448,36,66,240,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,,Ensemble 3P,,,,,,,,,,,,,,47,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,1. Moins de 1 an,,56,65,104,148,164,88,360,460,550,700,800,572,65,51,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,1. Avant 1946,2. 1 an et plus,,56,69,83,98,125,79,350,490,570,650,757,583,74,135,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,,,50,69,93,119,140,78,350,450,507,700,950,593,76,107,1051,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,,Ensemble 4P+,,,,,,,,,,,,,,31,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,,Ensemble 1P,,,,,,,,,,,,,,13,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,,Ensemble 2P,,,,,,,,,,,,,,28,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,,Ensemble 3P,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,32,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,2. Entre 1946-1970,2. 1 an et plus,,50,66,91,119,129,82,320,400,596,700,790,566,69,75,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,,,63,71,81,107,134,82,393,450,520,650,827,555,67,142,1611,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,,Ensemble 4P+,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,,Ensemble 1P,,,,,,,,,,,,,,19,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,,Ensemble 2P,73,81,102,115,145,99,380,400,450,484,550,458,46,52,433,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,,Ensemble 3P,,,,,,,,,,,,,,36,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,32,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,3. Entre 1971-1990,2. 1 an et plus,,63,71,81,102,120,81,380,450,519,587,680,531,65,110,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,,,68,75,88,99,114,81,411,450,559,748,854,602,74,294,2145,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,,Ensemble 4P+,48,68,75,86,98,72,620,715,788,854,940,777,109,94,915,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,,Ensemble 1P,,,,,,,,,,,,,,18,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,,Ensemble 2P,82,88,106,121,139,103,370,420,450,465,492,442,43,92,518,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,,Ensemble 3P,72,83,91,96,100,88,430,450,530,590,650,533,60,90,630,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,1. Moins de 1 an,,74,79,95,121,132,93,430,460,569,890,890,663,71,55,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,4. Entre 1991-2005,2. 1 an et plus,,64,75,87,97,111,79,402,450,551,730,828,592,75,239,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,,,71,79,86,96,111,85,443,520,645,817,900,665,78,653,2174,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,,Ensemble 4P+,68,73,80,88,95,80,625,695,803,880,950,802,100,209,916,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,,Ensemble 1P,,,,,,,,,,,,,,22,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,,Ensemble 2P,89,96,105,115,120,105,395,420,455,480,501,457,44,221,578,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,,Ensemble 3P,76,81,87,93,97,87,518,538,570,620,655,578,67,201,627,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,1. Moins de 1 an,,76,81,92,102,115,89,450,550,615,745,950,665,75,148,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,,5. Après 2005,2. 1 an et plus,,70,77,85,94,107,84,430,520,650,830,895,665,80,505,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,,,58,68,78,88,99,76,520,615,720,841,940,729,96,459,3811,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,,Maison 1-3P,61,74,83,88,102,81,484,511,565,620,650,564,69,111,1110,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,,Maison 4P+,56,66,77,87,95,74,624,701,791,875,950,797,107,348,2701,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,1. Moins de 1 an,,56,64,78,91,104,74,550,632,800,900,1050,796,108,111,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,21,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,1. Moins de 1 an,Maison 4P+,56,64,78,89,103,73,670,700,870,915,1100,858,118,90,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,2. 1 an et plus,,61,69,78,88,98,76,520,610,715,816,895,711,93,348,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,2. 1 an et plus,Maison 1-3P,63,74,83,88,101,82,470,518,586,620,650,560,69,90,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,,2. 1 an et plus,Maison 4P+,57,66,76,87,94,75,620,703,778,858,950,779,104,258,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,1. Avant 1946,,,54,62,78,85,94,72,520,550,620,757,812,677,95,60,468,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,1. Avant 1946,,Maison 1-3P,,,,,,,,,,,,,,25,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,1. Avant 1946,,Maison 4P+,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,11,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,1. Avant 1946,2. 1 an et plus,,,,,,,,,,,,,,,49,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,2. Entre 1946-1970,,,,,,,,,,,,,,,,49,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,22,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,2. Entre 1946-1970,,Maison 4P+,,,,,,,,,,,,,,27,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,11,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,38,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,3. Entre 1971-1990,,,,,,,,,,,,,,,,40,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,10,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,3. Entre 1971-1990,,Maison 4P+,,,,,,,,,,,,,,30,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,11,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,3. Entre 1971-1990,2. 1 an et plus,,,,,,,,,,,,,,,29,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,4. Entre 1991-2005,,,62,71,78,92,100,77,547,647,756,850,890,750,98,100,1081,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,19,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,4. Entre 1991-2005,,Maison 4P+,59,71,78,86,99,75,668,730,804,861,950,807,107,81,805,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,20,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,4. Entre 1991-2005,2. 1 an et plus,,62,71,75,90,100,75,582,644,730,816,869,735,98,80,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,5. Après 2005,,,68,73,83,89,95,81,605,663,800,875,950,776,96,210,1024,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,35,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,5. Après 2005,,Maison 4P+,68,73,81,89,95,80,625,710,812,875,950,802,100,175,832,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,5. Après 2005,1. Moins de 1 an,,56,76,83,94,101,83,565,632,700,915,980,775,94,58,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Maison,5. Après 2005,2. 1 an et plus,,68,73,81,88,95,80,605,666,800,873,939,776,97,152,,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,,,73,82,96,115,143,93,356,420,480,555,647,500,54,923,4081,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,,Appart 1P,104,119,124,158,180,135,291,310,344,360,423,350,26,98,358,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,,Appart 2P,82,94,111,124,145,109,362,400,450,480,540,447,41,443,1787,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,,Appart 3P,67,80,89,96,110,87,430,493,540,576,633,540,62,317,1481,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,,Appart 4P+,45,71,77,82,100,72,525,587,690,813,970,703,97,65,454,Estimation directe
B5600,2022,Auray Quiberon Terre Atlantique,,Appartement,,1. Moins de 1 an,,81,92,111,143,161,107,397,440,480,570,650,520,49,207,,Estimation directe
